Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Molina Healthcare,SPD/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Molina Healthcare,LTC - UIS State-Only,702.4,,738.6
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Molina Healthcare,LTC/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Child - SIS,133.83,,144.39
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Adult - SIS,320.8,,341.33
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,ACA Optional Expansion - SIS,384.53,,408.12
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD - SIS,1305.73,,1374.18
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD/Full-Dual - SIS,622.17,,651.16
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC - SIS,1305.73,,1374.18
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC/Full-Dual - SIS,622.17,,651.16
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Maternity - SIS,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Child - UIS Federally Eligible,31.45,,34.24
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Adult - UIS Federally Eligible,101.9,,108.46
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,ACA Optional Expansion - UIS Federally Eligible,156.29,,165.81
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD - UIS Federally Eligible,388.05,,410.32
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC - UIS Federally Eligible,388.05,,410.32
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Maternity - UIS Federally Eligible,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Child - UIS State-Only,129.65,,138.92
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,Adult - UIS State-Only,172.7,,184.13
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,ACA Optional Expansion - UIS State-Only,305.3,,323.43
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD - UIS State-Only,1257.7,,1317.93
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,SPD/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC - UIS State-Only,1257.7,,1317.93
1/26-12/26,2026,GMC,San Diego,Molina Healthcare,Molina Healthcare,LTC/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Child - SIS,111.85,,120.69
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Adult - SIS,306.89,,326.3
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,ACA Optional Expansion - SIS,392.03,,415.92
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD - SIS,1141.8,,1203.24
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD/Full-Dual - SIS,646.78,,675.06
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC - SIS,1141.8,,1203.24
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC/Full-Dual - SIS,646.78,,675.06
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Maternity - SIS,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Child - UIS Federally Eligible,27.89,,30.46
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Adult - UIS Federally Eligible,115.56,,122.93
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,ACA Optional Expansion - UIS Federally Eligible,175.94,,186.73
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD - UIS Federally Eligible,485.92,,513.67
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC - UIS Federally Eligible,485.92,,513.67
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Maternity - UIS Federally Eligible,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Child - UIS State-Only,77.17,,83.16
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,Adult - UIS State-Only,185.42,,197.28
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,ACA Optional Expansion - UIS State-Only,279.82,,296.75
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD - UIS State-Only,832.61,,876.19
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,SPD/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC - UIS State-Only,832.61,,876.19
1/26-12/26,2026,GMC,Sacramento,Health Net of California,Health Net,LTC/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Child - SIS,123.4,,133.55
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Adult - SIS,322.06,,342.76
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,ACA Optional Expansion - SIS,408.75,,433.87
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD - SIS,1700.7,,1787.28
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD/Full-Dual - SIS,753.32,,786.25
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC - SIS,1700.7,,1787.28
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC/Full-Dual - SIS,753.32,,786.25
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Maternity - SIS,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Child - UIS Federally Eligible,31.17,,33.92
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Adult - UIS Federally Eligible,108.94,,115.95
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,ACA Optional Expansion - UIS Federally Eligible,173.32,,183.87
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD - UIS Federally Eligible,401.73,,424.78
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC - UIS Federally Eligible,401.73,,424.78
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Maternity - UIS Federally Eligible,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Child - UIS State-Only,81.27,,88.07
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,Adult - UIS State-Only,181.64,,193.71
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,ACA Optional Expansion - UIS State-Only,349.6,,369.98
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD - UIS State-Only,1192.15,,1250.66
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,SPD/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC - UIS State-Only,1192.15,,1250.66
1/26-12/26,2026,GMC,San Diego,Blue Shield of California,Blue Shield Promise,LTC/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Child - SIS,160.15,,171.83
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Adult - SIS,351.76,,373.98
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - SIS,408.68,,433.82
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD - SIS,1091.05,,1150.48
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - SIS,449.06,,470.72
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC - SIS,1091.05,,1150.48
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - SIS,449.06,,470.72
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Maternity - SIS,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Child - UIS Federally Eligible,28.21,,30.81
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Adult - UIS Federally Eligible,119.5,,127.11
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,125.54,,133.24
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD - UIS Federally Eligible,390.04,,412.32
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC - UIS Federally Eligible,390.04,,412.32
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Maternity - UIS Federally Eligible,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Child - UIS State-Only,77.75,,83.8
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,Adult - UIS State-Only,193.44,,205.79
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,204.35,,216.61
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD - UIS State-Only,702.4,,738.6
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC - UIS State-Only,702.4,,738.6
1/26-12/26,2026,GMC,Sacramento,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Child - SIS,111.11,,119.98
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Adult - SIS,307.88,,327.28
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - SIS,381.43,,404.61
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD - SIS,1142.16,,1204.54
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - SIS,430.11,,451.25
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC - SIS,1142.16,,1204.54
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - SIS,430.11,,451.25
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Maternity - SIS,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Child - UIS Federally Eligible,29.5,,32.22
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Adult - UIS Federally Eligible,113.56,,120.79
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - UIS Federally Eligible,153.24,,162.64
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD - UIS Federally Eligible,334.74,,353.85
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC - UIS Federally Eligible,334.74,,353.85
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - UIS Federally Eligible,127.32,,135.32
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Maternity - UIS Federally Eligible,10468.33,,10891.78
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Child - UIS State-Only,81.53,,87.86
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,Adult - UIS State-Only,196.52,,208.91
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,ACA Optional Expansion - UIS State-Only,253.36,,268.58
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD - UIS State-Only,627.3,,659.24
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,SPD/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC - UIS State-Only,627.3,,659.24
1/26-12/26,2026,GMC,Sacramento,Anthem Blue Cross,Anthem Blue Cross,LTC/Full-Dual - UIS State-Only,506.99,,528.74
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Child - SIS,139.3,,150.39
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Adult - SIS,368.25,,391.82
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,ACA Optional Expansion - SIS,431.46,,458.01
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD - SIS,1451.7,,1528.13
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD/Full-Dual - SIS,646.95,,676.7
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC - SIS,1451.7,,1528.13
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC/Full-Dual - SIS,646.95,,676.7
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Maternity - SIS,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Child - UIS Federally Eligible,33.12,,36.05
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Adult - UIS Federally Eligible,125.38,,133.45
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,ACA Optional Expansion - UIS Federally Eligible,200.55,,212.76
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD - UIS Federally Eligible,453.76,,479.8
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC - UIS Federally Eligible,453.76,,479.8
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Maternity - UIS Federally Eligible,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Child - UIS State-Only,111.14,,119.62
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,Adult - UIS State-Only,214.34,,228.51
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,ACA Optional Expansion - UIS State-Only,394.86,,418.31
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD - UIS State-Only,1136.29,,1195.9
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,SPD/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC - UIS State-Only,1136.29,,1195.9
1/26-12/26,2026,GMC,San Diego,Community Health Group,Community Health Group,LTC/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Child - SIS,177.2,,190.48
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Adult - SIS,361.4,,384.69
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - SIS,350.54,,372.65
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD - SIS,1090.05,,1148.46
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - SIS,447.76,,470.55
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC - SIS,1090.05,,1148.46
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - SIS,447.76,,470.55
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Maternity - SIS,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Child - UIS Federally Eligible,32.15,,34.99
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Adult - UIS Federally Eligible,114.14,,121.49
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,145.13,,153.96
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD - UIS Federally Eligible,424.81,,449.19
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC - UIS Federally Eligible,424.81,,449.19
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,183.45,,194.59
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Maternity - UIS Federally Eligible,7811.16,,8126.9
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Child - UIS State-Only,111.08,,119.47
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,Adult - UIS State-Only,190.71,,203.38
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,263.95,,280.15
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD - UIS State-Only,1181.0,,1240.55
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,870.89,,908.43
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC - UIS State-Only,1181.0,,1240.55
1/26-12/26,2026,GMC,San Diego,Kaiser Permanente,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,870.89,,908.43
